20:19:07,0
20:19:08,0
20:19:09,69
20:19:10,67
20:19:11,67
20:19:12,68
20:19:13,70
20:19:14,71
20:19:15,74
20:19:15,74
20:19:16,77
20:19:17,77
20:19:18,75
20:19:19,71
20:19:20,69
20:19:21,67
20:19:22,70
20:19:23,71
20:19:24,70
20:19:25,73
20:19:26,75
20:19:27,77
20:19:28,68
20:19:29,88
20:19:30,83
20:19:31,106
20:19:32,79
20:19:33,76
20:19:34,83
20:19:35,94
20:19:36,99
20:19:37,90
20:19:38,67
20:19:39,66
20:19:40,67
20:19:41,68
20:19:42,69
20:19:43,61
20:19:44,58
20:19:45,59
20:19:46,59
20:19:47,59
20:19:48,59
20:19:49,59
20:19:50,59
20:19:51,59
20:19:52,59
20:19:53,61
20:19:54,62
20:19:55,67
20:19:56,74
20:19:57,86
20:19:58,91
20:19:59,92
20:20:00,92
20:20:01,92
20:20:02,92
20:20:03,91
20:20:04,90
20:20:05,91
20:20:06,91
20:20:07,92
20:20:08,93
20:20:09,92
20:20:10,92
20:20:11,92
20:20:12,90
20:20:13,111
20:20:14,122
20:20:15,102
20:20:16,104
20:20:17,122
20:20:18,131
20:20:19,114
20:20:20,116
20:20:21,92
20:20:22,104
20:20:23,115
20:20:24,113
20:20:25,110
20:20:26,110
20:20:27,110
20:20:28,110
20:20:29,110
20:20:30,110
20:20:31,110
20:20:32,111
20:20:33,110
20:20:34,108
20:20:35,107
20:20:36,108
20:20:37,111
20:20:38,115
20:20:39,116
20:20:40,113
20:20:41,111
20:20:42,104
20:20:43,99
20:20:44,90
20:20:45,89
20:20:46,93
20:20:47,99
20:20:48,98
20:20:49,97
20:20:50,94
20:20:51,93
20:20:52,91
20:20:53,84
20:20:54,81
20:20:55,80
20:20:56,81
20:20:57,82
20:20:58,81
20:20:59,81
20:21:00,81
20:21:01,80
20:21:02,79
20:21:03,79
20:21:04,80
20:21:05,80
20:21:06,78
20:21:07,77
20:21:08,75
20:21:09,74
